DATE,q5,q10,q15,q20,q25,q30,q35,q40,q45,q50,q55,q60,q65,q70,q75,q80,q85,q90,q95,q100,Rfree
1941-02-01,0.33795425,0.0028270749999999,0.0069108684210526,-0.009922,-0.0010502499999999,-0.0063558205128205,-0.0180426666666666,-0.016556225,-0.0279378461538461,-0.0187504,-0.0355536923076923,-0.0543051249999999,-0.0521111538461538,-0.0290107249999999,-0.0425902307692307,-0.048027325,-0.02801,-0.0267217249999999,-0.0384214358974359,-0.040107125,-0.0001
1941-03-01,-0.0037535384615384,0.0015728999999999,-0.0496565526315789,-0.032794975,-0.0328846,-0.0337056052631579,-0.0197668717948717,-0.023764425,-0.0189907435897435,-0.0247435,-0.0210589487179487,-0.01297455,-0.0022361282051282,-0.035997625,-0.004100923076923,-0.0172189749999999,-0.0145983846153846,-0.021163525,-0.0165823333333333,-0.0103176999999999,0.0001
1941-04-01,0.0002895897435897,0.0360651794871794,0.0442390512820512,0.018882825,0.0110864,0.029361282051282,0.0276521282051282,0.0227852499999999,0.0145771282051282,0.012616075,0.0069376666666666,-0.00056505,-0.0065153846153846,0.0096245,0.0135340769230769,-0.008170525,0.024256282051282,0.0154708,-0.0063791025641025,0.013831575,-0.0001
1941-05-01,-0.0278211794871794,-0.0724144249999999,-0.0759745263157894,-0.0652727999999999,-0.051782725,-0.0784021794871794,-0.0575418205128205,-0.0506670769230769,-0.0788420512820513,-0.048787825,-0.0571472564102564,-0.0530978999999999,-0.0669156923076923,-0.07115845,-0.0606452564102564,-0.04979175,-0.0475242051282051,-0.045722325,-0.0380329743589743,-0.0502757,0.0
1941-06-01,-0.0360103076923076,0.0424111,-0.0046105526315789,0.01084895,0.01477095,0.0163485128205128,0.0144205897435897,0.0092084749999999,0.0191272564102564,0.0099693749999999,0.0178749743589743,0.0167161999999999,0.0041479999999999,0.009852,0.0148527692307692,0.0271016,-0.0069522307692307,0.014550375,0.0066987692307692,0.009026325,0.0
1941-07-01,0.1033492368421052,0.0892475128205128,0.1017545789473684,0.0826664749999999,0.0489753,0.0729076666666666,0.0660218205128205,0.0700763,0.0670298461538461,0.05739665,0.0673634358974358,0.05255215,0.0633082307692307,0.062488575,0.0532425128205128,0.0576499249999999,0.0669845128205128,0.0577048,0.0484867692307692,0.0571714,0.0003
1941-08-01,0.2629464999999999,0.2977048205128205,0.2175092894736842,0.20174255,0.149551825,0.1177072894736842,0.1585048974358974,0.112053,0.1103811538461538,0.116394575,0.0755908461538461,0.1001007749999999,0.1021839743589743,0.122907125,0.0973884358974359,0.09175585,0.0776157435897435,0.077244175,0.0624548205128205,0.0519397249999999,0.0001
1941-09-01,-0.0411477027027026,0.0078882051282051,-0.0014239210526315,-0.021865775,0.0041747249999999,-0.0076973157894736,-0.013117923076923,-0.012924675,-0.0110715897435897,-0.016439925,-0.0047648205128205,-0.01621535,0.0085145128205128,-0.0030156999999999,0.0019908974358974,0.0063262,-0.0027077692307692,-0.010107925,-0.0044597692307692,-0.003507425,0.0001
1941-10-01,-0.0492661111111111,-0.0533659999999999,-0.0295622051282051,-0.035673275,-0.032617375,-0.0160345526315789,-0.0253518974358974,-0.006827175,-0.0141177948717948,-0.011399625,-0.0074347692307692,-0.034970425,-0.0218377435897435,-0.0019483749999999,-0.0069661794871794,-0.0100749,0.0001807948717948,-0.01310365,-0.0200400256410256,-0.00431905,0.0
1941-11-01,-0.0917468918918918,-0.0886383333333333,-0.0769198974358974,-0.039956675,-0.0652613,-0.0632598421052631,-0.0711250512820512,-0.0578645,-0.0598434102564102,-0.03679295,-0.0712553333333333,-0.072584225,-0.0558469487179487,-0.056432775,-0.0502876923076923,-0.0669513499999999,-0.0635592307692307,-0.0491106,-0.0637871282051282,-0.0585582749999999,0.0
1941-12-01,-0.0900723055555555,-0.057789,-0.0639174999999999,-0.07171015,-0.02176005,-0.0554377948717948,-0.033217641025641,-0.0250259999999999,-0.0278683333333333,-0.03170745,-0.0084618461538461,-0.02385315,-0.0196165641025641,-0.0305872,-0.004703923076923,-0.0099065749999999,-0.0259484358974359,-0.0349415,-0.0180883846153846,-0.0295722249999999,0.0001
1942-01-01,-0.1343888611111111,-0.1555291538461538,-0.1537517692307692,-0.11061095,-0.1389853999999999,-0.114446641025641,-0.1005279743589743,-0.1175527948717948,-0.0616783333333333,-0.0750292749999999,-0.0380368974358974,-0.05109535,-0.0682545897435897,-0.039904575,-0.0700036666666666,-0.04007585,-0.0861746153846153,-0.0329026,-0.0168360512820512,-0.0354441,0.0002
1942-02-01,0.77027005,0.3246475249999999,0.2629137499999999,0.182866175,0.1719501794871794,0.149722425,0.092682225,0.11628835,0.0853414,0.0725355,0.0700463589743589,0.0473814,0.03681235,0.056293075,0.0310566,0.0389831,0.03368735,0.060944925,0.0277888499999999,-0.0121104499999999,0.0001
1942-03-01,-0.00424435,-0.045535675,-0.00985655,-0.01335445,-0.0105278974358974,-0.01024615,-0.008477875,-0.0219940999999999,-0.017252775,-0.016316925,0.0062288717948717,-0.0130345249999999,-0.02743805,-0.023506225,-0.004584375,-0.024725225,-0.0181516249999999,-0.027927575,-0.025880425,-0.033853325,0.0001
1942-04-01,-0.0639737179487179,-0.0556237249999999,-0.03085165,-0.04785445,-0.053307125,-0.04738465,-0.0354258999999999,-0.03282935,-0.0438866,-0.0595400249999999,-0.040141923076923,-0.0343028249999999,-0.0459981538461538,-0.06512165,-0.0492833,-0.05913575,-0.055178975,-0.074436475,-0.06562405,-0.0713439999999999,0.0001
1942-05-01,-0.0243515641025641,0.002229075,-0.08065285,-0.0567956,-0.0538856153846153,-0.0310067179487179,-0.0453547,-0.0438563249999999,-0.0379349749999999,-0.0555277999999999,-0.0482445128205128,-0.06577605,-0.052361,-0.0469835,-0.0544427999999999,-0.0431685999999999,-0.043619375,-0.06737195,-0.0426146,-0.034646175,0.0003
1942-06-01,-0.0149833846153846,-0.0022040749999999,0.010460925,0.034000775,0.0317342249999999,0.0103412249999999,0.024030025,0.01939875,0.018370125,0.0236742749999999,0.0282624102564102,0.05470205,0.027596925,0.0258653749999999,0.033927225,0.0566143749999999,0.0516503,0.0623476999999999,0.050527925,0.06581785,0.0002
1942-07-01,0.0307049487179487,0.046005075,0.0401795897435897,0.01209915,0.00607125,0.0302357249999999,-0.003293525,0.025154525,0.020700975,0.021026,0.0127555128205128,0.01137505,0.03515525,0.02819435,0.02439525,0.0226359749999999,0.0382664,0.0246282499999999,0.026030625,0.0373349999999999,0.0003
1942-08-01,0.0696254615384615,0.066918475,0.041965325,0.0670418,0.0361880256410256,0.0498354,0.0384947749999999,0.0455921315789473,0.050011425,0.039263875,0.0480964615384615,0.0421479249999999,0.0372874,0.0566183,0.031371925,0.049240825,0.052561825,0.040315875,0.0342711,0.0328282,0.0003
1942-09-01,0.125338641025641,0.007335425,0.0339058749999999,0.02606105,0.028577923076923,0.0264795749999999,0.025776575,0.0327042105263157,0.03068415,0.022756425,0.0225608974358974,0.0255374249999999,0.020926525,0.0166726,0.03818775,0.01929305,0.0179211,0.01682625,0.0170208,0.0124712249999999,0.0003
1942-10-01,0.2575961794871795,0.0883928,0.03755815,0.0649687499999999,0.0548311499999999,0.0414886,0.038456525,0.0249606842105263,0.0189586,0.026777775,0.0249820512820512,0.029362125,0.031786375,0.04037635,0.0284879,0.0285714499999999,0.033203275,0.018121975,0.026867425,0.0230771,0.0003
1942-11-01,0.1816076923076923,0.123088775,0.108017425,0.1771766749999999,0.1278254615384615,0.115356525,0.0993491,0.0821483157894736,0.110131275,0.0989675897435897,0.0730591538461538,0.11662715,0.086738375,0.099018725,0.090783675,0.0771781499999999,0.0596211749999999,0.0767516,0.0611069,0.0594024499999999,0.0003
1942-12-01,-0.0650397948717948,-0.018432775,0.02019075,-0.028102175,-0.0285165128205128,-0.0189567499999999,-0.030493375,-0.0084213947368421,0.0011605249999999,-0.0040576923076923,-0.0007081025641025,-0.0179076749999999,-0.010837175,-0.0284347499999999,-0.0155955,-0.007399275,0.00094925,0.005012,-0.0065749499999999,0.0064728999999999,0.0003
1943-01-01,-0.036759947368421,-0.0012027999999999,0.01275375,0.0290175641025641,0.0159017179487179,0.031681725,0.0311162999999999,0.0441162105263157,0.05166985,0.0229173333333333,0.0219893589743589,0.05579545,0.03764945,0.054525775,0.0594627999999999,0.067975275,0.0539864,0.06020195,0.05075955,0.053126975,0.0003
1943-02-01,0.6220089999999999,0.3504811499999999,0.34326815,0.187433975,0.152241,0.179597825,0.188006325,0.1776582,0.148727525,0.1222400749999999,0.126298025,0.09556485,0.119082925,0.090797925,0.078190275,0.0695224,0.0821476249999999,0.092263775,0.0713206999999999,0.0654139512195122,0.0003
1943-03-01,0.634326975609756,0.259711475,0.22217025,0.1513311749999999,0.0947006,0.1002324,0.127191475,0.1200031749999999,0.1105380749999999,0.0747584,0.1098926923076923,0.0831118999999999,0.0755609999999999,0.067142775,0.08844715,0.0615844749999999,0.0616242,0.073243175,0.053029275,0.0460814146341463,0.0003
1943-04-01,0.0090798780487804,0.2248826249999999,0.15588115,0.190178225,0.15243705,0.1322871,0.141886775,0.14303745,0.1001659,0.1002374,0.0998766578947368,0.1210426,0.074574075,0.1044887,0.092673425,0.097889275,0.0857442,0.0990094,0.073641825,0.0474816829268292,0.0003
1943-05-01,0.1010743902439024,0.130495375,0.0948395,0.02947185,0.057160625,0.046913725,0.0571729999999999,0.0120919,0.0151008999999999,0.020447225,0.0241693421052631,0.01780995,0.03892895,0.0143183846153846,0.0207933,-0.007203325,0.021789575,0.0189590499999999,-0.002567625,-0.0049234634146341,0.0003
1943-06-01,0.2434466829268292,0.0946381,0.147274475,0.096898275,0.078195325,0.1190056999999999,0.104132875,0.09433705,0.0873769499999999,0.06413605,0.0687445789473684,0.06211775,0.0603997,0.0583007179487179,0.0518761538461538,0.054808475,0.056934475,0.0526378249999999,0.0450585499999999,0.0530315121951219,0.0003
1943-07-01,-0.01609975,-0.0293778,0.0058430999999999,0.026577775,-0.0010938499999999,0.04665395,0.005205125,-8.444999999999772e-05,0.01155765,0.0084358499999999,0.0096714210526315,0.0324689,0.0195913333333333,0.0114969743589743,0.009200175,0.02616465,0.00664135,0.023614075,0.0046753249999999,0.0255580243902439,0.0003
1943-08-01,-0.07526535,-0.0634789,-0.11046745,-0.0844544,-0.076538025,-0.0776820256410256,-0.0812709,-0.07940025,-0.06364385,-0.062733825,-0.0523623947368421,-0.06984595,-0.06021075,-0.0573334102564102,-0.065734325,-0.045654625,-0.0530626,-0.0517453,-0.0245384749999999,-0.0380387804878048,0.0003
1943-09-01,-0.0762848,-0.0066851499999999,-0.014183275,-0.0060751499999999,0.010672175,-0.0035548205128205,0.005615675,0.0194190256410256,-0.0046252499999999,0.0074009,0.0028081578947368,0.0142133,0.0282511749999999,0.0169155641025641,0.0060756,0.0134385,0.010268,0.0197152,0.012162675,0.0127782682926829,0.0003
1943-10-01,0.05191395,0.065809725,0.050028025,0.0433836,0.047366425,0.0376641794871795,0.03774875,0.037663675,0.0390159999999999,0.01192975,0.0323392631578947,0.03618265,0.035503525,0.0282752051282051,0.031628175,0.02091825,0.022696,0.032757025,0.02105995,0.0183346341463414,0.0003
1943-11-01,-0.0117121,-0.015220075,-0.017417,0.0002455128205128,-0.00545735,0.0337861538461538,0.02163405,-0.013331675,-0.0051779,-0.0095779499999999,0.0194456578947368,0.0048687999999999,-0.0101921,-0.0081076666666666,-0.00932305,-0.00783035,-0.004081525,-0.019713125,-0.00927435,-0.0111037073170731,0.0003
1943-12-01,-0.123699425,-0.1406314871794871,-0.1454618,-0.1080544358974359,-0.08130765,-0.0823004615384615,-0.09632555,-0.089159375,-0.0996409499999999,-0.087006875,-0.0861782105263157,-0.081253775,-0.05443935,-0.0793641794871795,-0.08471985,-0.0679654,-0.064307925,-0.085178225,-0.0577562499999999,-0.051395487804878,0.0003
1944-01-01,0.1302288205128205,0.147116,0.14321645,0.1185190512820512,0.103788575,0.1013749487179487,0.1132939249999999,0.110298525,0.0963476,0.1142252,0.0999716578947368,0.101198375,0.08233995,0.1026595384615384,0.0817978,0.0697361,0.074343575,0.082998975,0.0557310256410256,0.0547965609756097,0.0003
1944-02-01,0.1200307368421052,0.0825553414634146,0.087021125,0.0806180243902439,0.0479326,0.0539954634146341,0.0521093,0.0286128536585365,0.056233775,0.0438295121951219,0.0493800731707317,0.039475525,0.0267076829268292,0.033658175,0.0245858780487804,0.022264175,0.0139278780487804,0.0273742749999999,0.0211275365853658,0.0136160731707317,0.0003
1944-03-01,0.0259349459459459,0.0376923658536585,0.0439535499999999,0.0129104390243902,0.016583275,0.0222596341463414,0.0274503999999999,0.0111087073170731,0.0080185,0.0075023414634146,0.0184761219512195,0.016473725,0.0067262926829268,0.0062949999999999,0.0018637073170731,0.0051034,0.0014993658536585,0.00209685,-0.0016940243902439,0.0012947804878048,0.0002
1944-04-01,0.0535231891891891,0.0672440243902439,0.0590310499999999,0.0504220243902439,0.09007205,0.0261594634146341,0.0530199,0.0368345365853658,0.036231725,0.0452478048780487,0.0411518536585365,0.0551527,0.0322819512195121,0.0348545,0.0094741951219512,0.025318175,0.0462901219512195,0.036531125,0.0207622195121951,0.0162487073170731,0.0003
1944-05-01,-0.0480854594594594,-0.0421471707317073,-0.039598875,-0.0289498292682926,-0.041650425,-0.0254940487804878,-0.031465325,-0.0230469999999999,-0.03004,-0.0299309268292682,-0.0365547073170731,-0.030518175,-0.012792243902439,-0.0357042749999999,-0.0265506341463414,-0.03282105,-0.0244973658536585,-0.0180608,-0.0198043902439024,-0.0110607804878048,0.0003
1944-06-01,0.0830787027027027,0.07386775,0.097090125,0.0763760243902439,0.07335165,0.0400709512195122,0.06370285,0.0822144390243902,0.06714515,0.0706834634146341,0.0756055609756097,0.06882855,0.0619205853658536,0.070530525,0.0558433902439024,0.0487418205128205,0.0590013902439024,0.06454975,0.0491855609756097,0.0419866097560975,0.0003
1944-07-01,0.2526803513513513,0.199156275,0.2071653,0.1012763902439024,0.101854175,0.12912625,0.102861325,0.093504243902439,0.09744475,0.0829514146341463,0.1097496097560975,0.084448425,0.0931033658536585,0.08273645,0.0728968780487804,0.078083,0.0675629999999999,0.06193225,0.0701287073170731,0.0384721219512195,0.0003
1944-08-01,-0.0128320555555555,-0.0358551,-0.0140429499999999,-0.0188446249999999,-0.003542975,-0.0122644146341463,-0.015992325,-0.0047703902439024,0.00177785,-0.014280731707317,-0.0197598048780487,-0.01493025,-0.0207901951219512,0.0059538,-0.0172798780487804,-0.00422035,-0.0183446097560975,-0.01751905,-0.0085728048780487,-0.0103416341463414,0.0003
1944-09-01,0.0855111944444444,0.046822325,0.0244683499999999,0.02867895,0.0287587249999999,0.0531570731707317,0.024685275,0.0485759268292682,0.022164675,0.0250535609756097,0.0319329512195121,0.032135875,0.0390987073170731,0.02344335,0.0177037560975609,0.014040775,0.0296481219512195,0.0223952249999999,0.0069223170731707,0.0121387804878048,0.0002
1944-10-01,-0.0181016388888888,-0.0147151282051282,0.004489975,-0.0023246,0.016488575,0.0092647073170731,-0.0030593,-0.001408731707317,0.001733075,0.0076942195121951,-0.0026942682926829,-0.001960225,0.0013305609756097,0.0011867,0.0123260487804878,-0.00291175,-0.0092905609756097,-0.00473715,0.0010259999999999,0.0027946585365853,0.0003
1944-11-01,0.0145686470588235,0.0010261538461538,0.0094090499999999,0.000474575,0.005434275,0.0046368292682926,0.00178905,0.0022139249999999,-0.006561675,-0.0101798536585365,-0.0101474390243902,-0.00478995,0.0019801219512195,-0.0049574,0.004227731707317,0.0069586,0.0053854390243902,-0.001203225,-0.0058015365853658,0.0057086097560975,0.0003
1944-12-01,0.0407309117647058,0.0223956153846153,0.026154475,0.03075905,0.05367695,0.0254885853658536,0.01872035,0.013549875,0.021596325,0.0289840975609756,0.0106105365853658,0.024292325,0.0122338536585365,0.0171274,0.0221349024390243,0.029557275,0.0202090731707317,0.0153704249999999,0.0114946829268292,0.0180331951219512,0.0002
1945-01-01,0.0704821212121212,0.1533462307692308,0.0679682,0.109128925,0.0699125,0.076889487804878,0.07971805,0.07591045,0.072804625,0.0725543902439024,0.0803228536585365,0.08485195,0.0541747073170731,0.065631475,0.0564887560975609,0.035597675,0.044946775,0.048711975,0.0519095365853658,0.0329940975609756,0.0003
1945-02-01,0.1249785714285714,0.0714301951219512,0.0611891463414634,0.02596835,0.0517958999999999,0.0739415365853658,0.0585581904761904,0.0315575121951219,0.0365331463414634,0.0364550243902439,0.0551958292682926,0.0334842682926829,0.0250856829268292,0.0332639285714285,0.0197324146341463,0.0391280487804878,0.0137450243902439,0.0431863170731707,0.0204404390243902,0.0168802619047619,0.0002
1945-03-01,0.1078905476190476,0.110192731707317,0.094036487804878,0.094495475,0.097758275,0.0974138536585366,0.0878756666666666,0.0849487560975609,0.1125481219512195,0.093154487804878,0.0680828780487804,0.0930733658536585,0.0658424146341463,0.0937398571428571,0.0892135121951219,0.0726106097560975,0.0737045609756097,0.0682879756097561,0.0689721219512195,0.0562706428571428,0.0002
1945-04-01,-0.1088465952380952,-0.1123243170731707,-0.0713026829268292,-0.085501675,-0.0468479,-0.0496014634146341,-0.058270119047619,-0.0471088048780487,-0.048888825,-0.0601609268292682,-0.0571458292682926,-0.0657333902439024,-0.0494295853658536,-0.0436333095238095,-0.0503047073170731,-0.0374198048780487,-0.027146487804878,-0.0548551219512195,-0.034616243902439,-0.032104119047619,0.0003
1945-05-01,0.0850706428571428,0.1082140731707317,0.081397731707317,0.0832200749999999,0.075317625,0.0887782195121951,0.1030225476190476,0.0806176585365853,0.1150531951219512,0.0860665365853658,0.0985625853658536,0.1096761463414634,0.0826845365853658,0.0885369285714285,0.0969208292682926,0.0688456829268292,0.0919025999999999,0.0891378780487805,0.0752691463414634,0.0730502380952381,0.0003
