DATE,q5,q10,q15,q20,q25,q30,q35,q40,q45,q50,q55,q60,q65,q70,q75,q80,q85,q90,q95,q100
1926-01-01,0.07027324,0.08249308695652173,0.04149670833333333,0.11846512000000001,0.014394375000000001,0.01331913043478261,0.015596080000000002,0.020442045454545452,0.0275724,0.0007930399999999988,0.02721972727272727,0.013468583333333334,0.014189958333333334,0.0013263600000000004,-0.0063437499999999996,0.0017018749999999992,0.00646988,0.0026362142857142873,0.0037399545454545463,0.0005408400000000011
1926-02-01,-0.10551196000000002,-0.03123648,-0.08068204347826087,-0.071919375,-0.08146872,-0.04315336,-0.051503791666666666,-0.07694368,-0.05506127272727273,-0.05537220833333333,-0.054274833333333335,-0.0431956,-0.04862570833333333,-0.060541359999999995,-0.057929249999999995,-0.04294934615384616,-0.06319344444444444,-0.02248906896551724,-0.008665772727272729,-0.034859961538461534
1926-03-01,-0.12293066666666667,-0.1679016923076923,-0.13326725,-0.1286052962962963,-0.132859,-0.08489729166666667,-0.11860224000000001,-0.10289144,-0.11569283999999999,-0.10427496153846155,-0.06240768,-0.09577184000000001,-0.11705733333333333,-0.10906180000000001,-0.04746475,-0.07427069230769232,-0.0427247037037037,-0.08042818518518519,-0.06102936,-0.06389028
1926-04-01,-0.05891629166666667,0.039743814814814815,0.03217391304347826,0.01810030769230769,-2.648000000000001e-05,0.0088286,0.049753708333333334,0.0430455,0.03769516666666667,0.04994,0.041213958333333335,0.017511,0.05718369230769231,0.05018726923076923,0.05746991304347827,0.025805039999999998,0.04335571428571428,0.04018872413793104,0.034363583333333336,0.039070875
1926-05-01,-0.09761628,-0.02337988461538462,-0.03279092,-0.011485846153846154,0.009076800000000001,0.03814832,0.011657884615384613,0.005412307692307693,0.00307664,0.0019147692307692312,-0.0051726666666666666,0.01024044,0.022679346153846154,0.005009416666666668,0.009269192307692308,0.011007560000000001,0.016329,0.01727825,0.009731925925925925,0.012198074074074073
1926-06-01,-0.012704920000000003,0.027369119999999997,0.04672664,0.04146853846153846,0.05053226923076923,0.022929333333333333,0.10194507407407408,0.039140208333333336,0.047879399999999996,0.048844200000000004,0.0490742,0.045155814814814815,0.04779596,0.07202344,0.058643269230769235,0.0470746,0.07495455555555555,0.0538818,0.05893170833333333,0.0572779575846
1926-07-01,-0.06374328,0.0040827599999999995,-0.008422625000000005,-0.030983346153846156,0.003481125,0.04401892,-0.007992119999999998,0.0154592,0.028783384615384617,-0.002837791666666667,0.028177166666666666,0.03829392307692308,0.01400084,0.0052408333333333335,0.030700423076923077,0.00980496,0.019561740740740737,0.04378719230769231,0.0336992962962963,0.04445479166666667
1926-08-01,0.05869557692307693,0.00898652,0.03293465384615385,0.027227346153846158,-6.780769230769287e-05,0.07837816666666668,0.027027703703703703,0.02737176,0.052244185185185185,0.02432603846153846,0.0418076,0.04738680769230769,0.02143373076923077,0.03116952,0.020954076923076922,0.01647107692307692,0.023105333333333332,0.007999892857142856,0.024618615384615388,0.04217876
1926-09-01,-0.0036130000000000008,-0.02194928,-0.004740444444444444,-0.04756923076923077,-0.00592584,-0.03882426923076923,0.0015815384615384621,-0.016907538461538463,0.00655956,-0.011340192307692308,-0.01501972,0.02376824,0.02415868,-0.026213346153846153,-0.01612085185185185,0.0045077599999999995,-0.004254964285714286,0.007141821428571428,0.0005885200000000005,0.014548153846153846
1926-10-01,-0.06013865384615384,-0.07650148,-0.08389662962962963,0.006310559999999998,-0.05053081481481482,-0.00045303846153845877,-0.03998869565217391,-0.05211861538461538,-0.03858748,-0.013740269230769233,-0.019121925925925924,-0.03971328,-0.015977,-0.026132615384615386,-0.03276537037037037,-0.04369192307692308,-0.034376576923076926,-0.02201144827586207,-0.025424615384615386,-0.01920652
1926-11-01,-0.04541636,0.023561407407407406,-0.06833768,-0.0022881923076923053,0.027144,0.031555807692307696,0.026922925925925927,0.01530623076923077,0.02991069230769231,0.03042464,0.0726522,0.06842462962962963,0.03189784,0.04964353846153846,0.03931048148148148,0.02549023076923077,0.022409423076923077,0.04388266666666666,0.026314846153846154,0.03456764
1926-12-01,-0.05671292,0.003973178571428573,0.007154076923076921,0.007975346153846152,0.057141384615384615,0.08574569230769231,0.034756115384615385,-0.004967280000000001,0.04666653846153846,0.024335296296296296,0.013203592592592593,0.01990645833333333,0.02769969230769231,0.011465111111111112,0.04090576923076923,0.03719138461538461,0.02780867857142857,0.042086758620689654,0.031872730769230764,0.027219518518518518
1927-01-01,0.04538980769230769,0.0024921153846153886,-0.005607807692307693,-0.025195928571428574,0.004342576923076922,0.003469279999999999,0.010165185185185185,-0.0065168076923076915,0.014981222222222222,0.04622757692307692,0.004355749999999999,0.02818655555555556,0.053205884615384606,0.042506538461538464,0.010424520000000001,0.007677222222222222,-0.00042196296296296415,0.006765000000000001,0.002173888888888889,-0.015398153846153846
1927-02-01,0.04816296,0.04240003571428571,0.05525334615384615,0.08690126923076923,0.041335222222222225,0.08906511538461538,0.07391440740740741,0.04359103703703703,0.0512118,0.05709142857142857,0.06713172,0.07923211111111111,0.02646230769230769,0.09531223999999999,0.09702023076923078,0.03656824137931034,0.04299588888888889,0.04278575,0.040413423076923076,0.013380137931034484
1927-03-01,-0.09915162962962965,-0.02777708333333333,-0.048879074074074075,-0.07020307692307692,-0.008235888888888886,-0.013852479999999995,-0.01763826923076923,-0.02533396296296296,-0.024488500000000003,-0.02294922222222222,-0.03527774074074074,0.006558307692307692,-0.0018784642857142865,-0.008790999999999998,-0.0004602962962962961,-0.01219667857142857,0.0007832857142857143,0.003951200000000001,0.00227212,0.01847426923076923
1927-04-01,0.0013737777777777802,-0.003924769230769231,0.033824074074074076,0.05676473076923077,-0.026885999999999997,0.036215159999999996,0.006676148148148148,-0.018994962962962963,-0.004437,0.0032958148148148152,-0.008094074074074075,0.028427576923076923,0.002719407407407407,0.029510333333333333,-0.004368319999999999,-0.0009052068965517231,-0.004996333333333333,0.004615387096774194,0.010751499999999999,0.014858925925925926
1927-05-01,-0.0196172962962963,0.06217632,0.02863492592592592,0.06684477777777778,0.12206150000000002,0.055491928571428574,0.034896884615384614,0.07880096,0.08379453571428572,0.056067280000000004,0.05713080769230769,0.06697848148148149,0.10019711538461538,0.08362528571428572,0.09883878571428571,0.04234568965517241,0.053635666666666665,0.07159416666666667,0.0547545925925926,0.06133196296296296
1927-06-01,-0.06000944827586207,-0.04074796296296296,-0.019883074074074074,-0.007354076923076921,-0.03313267857142857,0.007206892857142857,-0.0198748,0.009394107142857143,-0.0006614642857142861,-0.0278898,-0.01972048148148148,-0.00650325925925926,-0.007670148148148148,-0.008575346153846154,-0.015812851851851852,-0.014180689655172414,-0.033255571428571426,-0.025703566666666667,-0.013805214285714285,-0.017382703703703706
1927-07-01,0.08856660714285715,0.04419911538461538,0.06010351851851852,0.03916073076923077,0.058487730769230764,0.03377825925925926,0.03700111111111111,0.046477333333333336,0.04226959259259259,0.053098962962962966,0.049316035714285715,0.038806192307692305,0.05979882142857142,0.08880625925925927,0.06904859259259259,0.0662143448275862,0.06302517857142857,0.06341473333333333,0.07509257142857143,0.08886796000000001
1927-08-01,0.021991571428571426,-0.017299000000000002,-0.028990807692307694,-0.029036642857142858,0.018380392857142856,-0.025205961538461538,-0.005094407407407408,0.01673282142857143,0.010305740740740742,0.02294569230769231,0.01242089655172414,0.002283076923076923,0.012872925925925927,-0.010012964285714286,0.019654851851851854,0.026072392857142856,0.03131585714285714,0.018275966666666664,0.018355172413793103,0.01523569230769231
1927-09-01,-0.02135163333333333,-0.008550384615384618,0.033698500000000006,-0.010203035714285715,-0.02158444827586207,0.010392769230769231,0.040137482758620696,0.04830792857142857,0.0062810370370370355,0.050345107142857136,0.02055325,0.05735137037037038,0.03530779310344828,0.05853470370370371,0.07504933333333333,0.046689480000000005,0.053059,0.05592025806451613,0.06295442307692307,0.04840442307692308
1927-10-01,-0.11578944827586207,-0.05784662068965517,-0.04875146428571429,-0.05306044444444444,-0.06807479310344827,-0.04108285185185185,-0.025973285714285716,-0.04637069230769231,-0.007895793103448274,-0.002609571428571429,-0.027657074074074074,-0.029915620689655174,-0.006724071428571427,-0.015397250000000001,-0.049862965517241384,-0.025037814814814815,-0.03677457142857143,-0.03530359375,-0.033953793103448274,-0.04116751851851852
1927-11-01,0.23080946428571428,0.14127303448275863,0.11462185714285714,0.10851842857142857,0.11651562962962964,0.07468031034482758,0.12271503703703703,0.058900071428571434,0.10926107142857144,0.11474,0.07280578571428571,0.07655214285714286,0.092476,0.0760221724137931,0.09405921428571429,0.06625003448275862,0.056628379310344826,0.085855,0.07152236666666667,0.0331773
1927-12-01,0.03424375862068965,-0.011203103448275863,0.0347485,0.024469103448275863,0.009407689655172415,0.017144074074074072,0.011272599999999999,0.0339082962962963,0.03139067857142857,0.04684256666666666,0.07536539285714286,0.022133740740740742,0.01741444827586207,0.0323008275862069,0.03402618518518519,0.08207135714285714,0.0296048064516129,0.045139821428571425,0.031767137931034486,0.012955178571428572
1928-01-01,0.1361415,0.04137458620689655,0.015212481481481481,0.040194517241379304,0.1469447,0.05953689655172414,0.030621481481481486,0.045681071428571425,0.008697379310344828,0.007903814814814815,0.013183827586206898,0.06136107142857143,-0.004032931034482759,0.024526633333333332,-0.018941444444444448,0.00033866666666666626,0.019426333333333334,0.008012793103448275,0.00012313793103448304,-0.02699325806451613
1928-02-01,-0.037598000000000006,-0.04000764285714286,0.01158989285714286,-0.013512964285714288,-0.04695863333333334,-0.007173333333333337,-0.03219741379310345,-0.025038428571428573,-0.027484500000000002,0.004216148148148146,-0.04128234482758621,-0.030524896551724138,-0.018159178571428573,-0.03011696551724138,-0.011254714285714285,-0.03654222580645161,-0.01613937931034483,-0.016967607142857142,-0.013747645161290324,-0.006182259259259259
1928-03-01,0.061330214285714287,0.01758062068965517,-0.013851222222222223,0.07117496551724138,0.09740727586206896,0.043494965517241385,0.08293263333333334,0.09869618518518519,0.04577903571428572,0.09697441379310344,0.10160766666666667,0.06492885714285715,0.05659462068965517,0.12186806896551725,0.12941764285714286,0.07791246666666667,0.0497072,0.0669611724137931,0.10880586206896552,0.06398493548387096
