Date,Open,High,Low,Close, Adj Close ,Volume
2019-02-01,15562.29981,16115.79981,15483.40039,15999,"15,999",4753997700
2019-03-01,16086.29981,16275.29981,15891.90039,16102.09961,"16,102",5665494600
2019-04-01,16187.90039,16672.69922,16153.59961,16580.69922,"16,581",4499161900
2019-05-01,16580.59961,16604.90039,15963.29981,16037.5,"16,038",4752008500
2019-06-01,16053.5,16603.90039,15960.90039,16382.2002,"16,382",4223231600
2019-07-01,16463.59961,16641.80078,16282.09961,16406.59961,"16,407",3712162700
2019-08-01,16389.19922,16505.90039,15964.40039,16442.09961,"16,442",4104739700
2019-09-01,16382.5,16947.19922,16328.40039,16658.59961,"16,659",4682831000
2019-10-01,16683.59961,16707.5,16198.09961,16483.19922,"16,483",4059545200
2019-11-01,16537.69922,17120.90039,16534.90039,17040.19922,"17,040",4313437900
2019-12-01,17060.90039,17230.59961,16817,17063.40039,"17,063",4156688600
2020-01-01,17131.59961,17666.5,17033.19922,17318.5,"17,319",4661181300
2020-02-01,17351,17970.5,15896.40039,16263.09961,"16,263",4968852600
2020-03-01,16325,16798.19922,11172.7002,13378.79981,"13,379",10996859000
2020-04-01,12966.79981,15257.90039,12814,14780.7002,"14,781",7314475700
2020-05-01,14563,15342.40039,14187.5,15192.79981,"15,193",6397636900
2020-06-01,15177.59961,15980.09961,14934.7002,15515.2002,"15,515",7063577500
2020-07-01,15694.09961,16317.90039,15391.7002,16169.2002,"16,169",4284800500
2020-08-01,16172.59961,16835.09961,16172.59961,16514.40039,"16,514",3995195600
2020-09-01,16533.19922,16725.69922,15725,16121.40039,"16,121",4937004400
2020-10-01,16189.7002,16611,15418.5,15580.59961,"15,581",4432015700
2020-11-01,15684.90039,17411,15569.40039,17190.30078,"17,190",5684347100
2020-12-01,17431.30078,17684.09961,17220.90039,17433.40039,"17,433",5202728900
2021-01-01,17583.40039,18058.59961,17297.80078,17337,"17,337",5011119800
2021-02-01,17527.40039,18579.69922,17487.69922,18060.30078,"18,060",5377980500
2021-03-01,18249.80078,19037.09961,17950.80078,18700.69922,"18,701",6437586500
2021-04-01,18799.90039,19439.80078,18772.69922,19108.30078,"19,108",4225253700
2021-05-01,19193.59961,19909.59961,19052.40039,19731,"19,731",4768339900
2021-06-01,19909.09961,20295.19922,19906.80078,20165.59961,"20,166",5048796900
2021-07-01,20267.19922,20381.69922,19605.90039,20287.80078,"20,288",3578207200
2021-08-01,20325.09961,20703.90039,20109.40039,20582.90039,"20,583",3744107300
2021-09-01,20604.80078,20897.59961,19982.19922,20070.30078,"20,070",4873607400
2021-10-01,20122.69922,21311.80078,19954.80078,21037.09961,"21,037",4262776700
2021-11-01,21124.30078,21796.19922,20660,20660,"20,660",5462320600
2021-12-01,20917.5,21433.90039,20382.30078,21222.80078,"21,223",4977949200
2022-01-01,21335.59961,21550.09961,19912.59961,21098.30078,"21,098",5257279600
2022-02-01,21160.5,21784.69922,20397.19922,21126.40039,"21,126",5479522300
2022-03-01,21144,22181.80078,20912.09961,21890.19922,"21,890",7319750900
2022-04-01,21970.80078,22213.09961,20619.30078,20762,"20,762",5028357300
2022-05-01,20707.69922,21212.90039,19480,20729.30078,"20,729",6123813800
2022-06-01,20816.69922,21036.40039,18661.5,18861.40039,"18,861",6198477400
2022-07-01,18951.19922,19734,18169.90039,19692.90039,"19,693",4716787900
2022-08-01,19568.90039,20323.59961,19329.90039,19330.80078,"19,331",5300428700
2022-09-01,19179.5,20032.59961,18247.69922,18444.19922,"18,444",5557866000
2022-10-01,18621.80078,19516.40039,17873.19922,19426.09961,"19,426",4759105500
2022-11-01,19674.90039,20456.59961,19090.59961,20453.30078,"20,453",5746939400
2022-12-01,20541.19922,20639.5,19159.59961,19384.90039,"19,385",5192836900
2023-01-01,19531.40039,20771.59961,19380.30078,20767.40039,"20,767",4908705500
2023-02-01,20731.90039,20843.19922,19997.30078,20221.19922,"20,221",4814404700
2023-03-01,20200.90039,20615.5,19155.80078,20099.90039,"20,100",6725957500
2023-04-01,20108.40039,20729.5,20097.59961,20636.5,"20,637",4222937000
2023-05-01,20663.69922,20766.90039,19522.59961,19572.19922,"19,572",4609672700
2023-06-01,19573,20178.80078,19400.69922,20155.30078,"20,155",4610693700
2023-07-01,20180.30078,20677.30078,19719.59961,20626.59961,"20,627",3927679700
2023-08-01,20570.59961,20585.90039,19675.09961,20292.59961,"20,293",4211625500
2023-09-01,20398.80078,20652.19922,19341.40039,19541.30078,"19,541",4492110500
2023-10-01,19520.90039,19768.59961,18692.09961,18873.5,"18,874",4123721000
2023-11-01,18926.19922,20262,18907.69922,20236.30078,"20,236",4416554000
2023-12-01,20208.09961,21091.09961,20125.09961,20958.40039,"20,958",4604585500
2024-01-01,20904.30078,21250.90039,20594.19922,21021.90039,"21,022",4136676100
2024-02-01,21065.5,21449.90039,20466.5,21363.59961,"21,364",4265284300
2024-03-01,"21,394.23","22,220.91","21,394.23","22,167.03","22,167",4940000000
2024-04-01,21714.54,22380.16,21536.09,21714.54,21714.54,4900000000
2024-05-01,22269.12,22554.98,21623.71,22269.12,22269.12,4940000000
2024-06-01,21875.79,22312.13,21466.6,21875.79,21875.79,4960000000
2024-07-01,23110.81,23209.68,21802.33,23110.81,23110.81,4290000000
2024-08-01,23346.18,23413.95,21659.26,23346.18,23346.18,4850000000
2024-09-01,24000.37,24107,22679.86,24000.37,24000.37,5710000000
2024-10-01,24156.87,24922.92,23823.96,24156.87,24156.87,4830000000
2024-11-01,25648,25694.45,24162.22,25648,25648,4920000000
2024-12-01,24727.94,25843.2,24250.02,24727.94,24727.94,5100000000
2025-01-01,25533.1,25875.61,24469.9,25533.1,25533.1,4660000000
,,,,,,
